id,email,first_name,last_name,account_tier,account_status,company_name,company_size,industry,uses_cloud_sync,uses_team_chat,uses_data_hub,country_code,timezone,created_at,updated_at,last_login_at,trial_started_at,trial_ended_at,signup_source,utm_source,utm_medium,utm_campaign,referral_code,is_test_user,is_internal_user,email_verified,phone_verified,deleted_at
499,ramirezbryan@example.com,Marvin,Brown,professional,inactive,Thompson-Jones,11-50,Manufacturing,False,False,False,FR,Europe/Vatican,2025-06-25T15:59:02,2025-06-25T15:59:02,2025-10-09T04:10:06,2025-06-25T15:59:02,2025-07-09T15:59:02,mobile_app,direct,organic,campaign_19,,False,False,True,False,
500,debbierodriguez@example.net,Kayla,Robinson,professional,churned,"Rodriguez, Alexander and Green",51-200,Education,False,False,True,AU,Asia/Brunei,2023-02-22T10:39:51,2023-02-22T10:39:51,2024-07-07T17:05:23,2023-02-22T10:39:51,,referral,google,organic,campaign_12,,False,False,True,False,
501,kimberly07@example.org,Denise,Smith,professional,inactive,Ortega LLC,201-500,Education,False,True,True,CZ,Europe/Podgorica,2023-01-17T22:25:10,2023-01-17T22:25:10,2025-08-09T19:13:15,,,api,referral,cpc,campaign_19,REF7909,False,False,True,True,
502,gandrews@example.net,Shelby,Henry,starter,active,Powell-Luna,201-500,Retail,True,False,False,BJ,America/Paramaribo,2023-11-04T19:34:58,2023-11-04T19:34:58,2025-10-08T04:38:06,,,mobile_app,facebook,cpc,campaign_10,,False,False,True,False,
503,cruzhannah@example.com,David,Nichols,professional,inactive,Cook-Turner,201-500,Technology,True,False,True,BG,Africa/Lusaka,2024-12-18T08:06:08,2024-12-18T08:06:08,,,2025-01-01T08:06:08,api,linkedin,email,campaign_12,,False,False,True,True,
504,amanda51@example.com,Kathleen,Roberts,professional,churned,Thompson Inc,201-500,Manufacturing,True,False,True,MV,Europe/Zagreb,2024-09-03T00:18:42,2024-09-03T00:18:42,,,,website,linkedin,social,campaign_8,,False,False,True,False,
505,heather15@example.com,Christopher,Chen,free,active,"Lopez, Johnson and Johnson",51-200,Technology,True,True,False,UA,America/Guyana,2025-04-15T01:37:42,2025-04-15T01:37:42,,2025-04-15T01:37:42,2025-04-29T01:37:42,mobile_app,linkedin,organic,campaign_5,,False,False,True,False,
506,ibrown@example.net,Kyle,Ferguson,enterprise,churned,Levy-Smith,1-10,Education,True,False,False,LU,Europe/Sofia,2025-06-26T09:57:21,2025-06-26T09:57:21,2025-10-29T10:23:13,2025-06-26T09:57:21,,website,linkedin,email,campaign_3,,False,False,True,True,
507,sullivanjason@example.net,Elizabeth,Ellis,free,active,"Berg, Herrera and Figueroa",201-500,Technology,True,True,True,HT,Asia/Brunei,2023-11-16T20:10:53,2023-11-16T20:10:53,2025-07-07T00:16:01,,,referral,referral,email,campaign_10,REF3523,False,False,True,False,
508,tracysmith@example.net,Brandon,Haynes,enterprise,churned,Smith Ltd,500+,Education,True,False,True,BE,Asia/Pyongyang,2024-07-18T21:37:22,2024-07-18T21:37:22,,2024-07-18T21:37:22,2024-08-01T21:37:22,website,facebook,social,campaign_4,REF4941,False,True,True,False,
509,lcarr@example.org,Lisa,Rodriguez,enterprise,suspended,Larson-Gilbert,51-200,Technology,True,False,False,BI,Europe/Paris,2025-01-09T19:31:47,2025-01-09T19:31:47,2025-06-12T23:10:00,2025-01-09T19:31:47,2025-01-23T19:31:47,website,direct,email,campaign_12,,False,False,True,False,
510,lisa65@example.org,Theresa,Johnston,starter,churned,Morris and Sons,11-50,Education,False,False,False,BD,Europe/Uzhgorod,2024-04-01T17:20:03,2024-04-01T17:20:03,2024-05-10T11:00:19,2024-04-01T17:20:03,2024-04-15T17:20:03,referral,google,cpc,campaign_2,,False,False,True,False,
511,bryan42@example.com,Gary,Wood,enterprise,churned,Gonzales PLC,201-500,Technology,True,False,False,BB,America/Costa_Rica,2025-08-21T11:30:18,2025-08-21T11:30:18,2026-01-21T01:15:40,,2025-09-04T11:30:18,api,google,cpc,campaign_6,,False,False,True,False,
512,bstrickland@example.com,Christopher,Smith,starter,inactive,Mann PLC,51-200,Manufacturing,True,True,True,JM,America/Managua,2025-12-04T16:06:36,2025-12-04T16:06:36,2026-01-17T20:50:27,,,mobile_app,direct,email,campaign_1,,False,False,True,True,
513,jamiebowman@example.net,Shannon,Allen,professional,churned,Bishop Inc,500+,Technology,False,True,False,UG,Africa/Cairo,2023-01-16T02:54:18,2023-01-16T02:54:18,2023-02-12T03:16:54,2023-01-16T02:54:18,2023-01-30T02:54:18,referral,referral,organic,campaign_5,REF2638,False,False,True,False,
514,burtonkimberly@example.com,Robert,Grant,professional,churned,Wilson PLC,51-200,Healthcare,False,True,False,BY,Asia/Saigon,2024-06-28T22:03:54,2024-06-28T22:03:54,2025-03-15T03:24:30,2024-06-28T22:03:54,2024-07-12T22:03:54,mobile_app,google,email,campaign_17,REF1339,False,False,True,False,
515,stevensims@example.org,Joshua,Lee,professional,churned,Jennings Group,1-10,Finance,False,False,True,SB,Europe/Tallinn,2023-08-09T00:27:56,2023-08-09T00:27:56,2024-06-05T03:25:23,2023-08-09T00:27:56,,website,linkedin,social,campaign_17,,False,False,True,False,
516,brownmichael@example.org,Ryan,Cook,enterprise,suspended,Williams-Yang,51-200,Finance,True,False,True,SO,Europe/Tallinn,2025-07-04T05:01:24,2025-07-04T05:01:24,2025-12-27T22:11:19,2025-07-04T05:01:24,2025-07-18T05:01:24,api,linkedin,cpc,campaign_1,,False,False,True,False,
517,washingtondarren@example.org,Jennifer,Watkins,starter,suspended,Barnes-Burgess,201-500,Healthcare,True,False,True,LR,America/Guatemala,2024-03-26T03:50:51,2024-03-26T03:50:51,2024-09-10T23:05:05,,2024-04-09T03:50:51,website,direct,email,campaign_1,,False,False,False,False,
518,jeremy36@example.org,Nicholas,Walker,professional,inactive,Richards-Brown,1-10,Manufacturing,False,True,True,NZ,Asia/Nicosia,2024-06-28T01:04:55,2024-06-28T01:04:55,2024-08-29T17:46:24,,,api,facebook,social,campaign_14,,False,False,True,True,
519,xthompson@example.org,Stephen,Lee,professional,inactive,Cantrell-Harris,500+,Retail,False,True,True,CN,Australia/Darwin,2025-07-16T11:13:10,2025-07-16T11:13:10,2025-10-05T07:22:31,2025-07-16T11:13:10,,website,linkedin,social,campaign_18,,False,False,True,False,
520,ramirezdaniel@example.com,Stephen,Jackson,enterprise,suspended,Robinson-Phillips,500+,Manufacturing,False,False,False,DJ,Africa/Algiers,2025-03-29T00:00:16,2025-03-29T00:00:16,2025-09-08T07:24:04,2025-03-29T00:00:16,,website,direct,cpc,campaign_5,,False,False,True,False,
521,christophervincent@example.com,Michelle,Robinson,professional,active,Hood-Ramirez,201-500,Finance,False,True,False,ZA,Asia/Katmandu,2023-07-17T17:09:02,2023-07-17T17:09:02,2025-09-29T09:53:56,2023-07-17T17:09:02,,website,linkedin,cpc,campaign_11,,False,False,True,True,
522,markriley@example.net,Sophia,Mcintyre,free,active,Butler Inc,11-50,Education,True,False,True,BB,Pacific/Palau,2023-04-05T13:12:11,2023-04-05T13:12:11,2025-12-24T05:45:33,2023-04-05T13:12:11,,api,google,social,campaign_20,,False,False,False,True,
523,eschmidt@example.net,Lori,Chavez,free,inactive,Miller Inc,11-50,Technology,False,True,False,MD,Africa/Ceuta,2023-07-08T00:29:24,2023-07-08T00:29:24,2024-01-13T05:56:55,,,referral,facebook,email,campaign_20,,False,False,True,False,
524,davidphillips@example.net,Yolanda,Smith,free,inactive,"Torres, Warner and Hodge",11-50,Manufacturing,True,True,True,AE,Pacific/Funafuti,2025-09-15T07:08:58,2025-09-15T07:08:58,2025-11-10T14:48:57,,,mobile_app,linkedin,email,campaign_13,,False,False,True,True,
525,iford@example.net,Richard,Clarke,free,suspended,Sims-Padilla,201-500,Technology,False,True,False,AD,Asia/Aden,2023-08-19T04:02:55,2023-08-19T04:02:55,,2023-08-19T04:02:55,2023-09-02T04:02:55,mobile_app,google,email,campaign_5,,False,False,True,True,
526,vbarry@example.net,Antonio,Simmons,starter,suspended,Wolfe-Salazar,500+,Retail,True,True,True,TR,Asia/Tbilisi,2024-07-09T17:47:58,2024-07-09T17:47:58,2026-01-19T08:49:44,2024-07-09T17:47:58,,referral,linkedin,email,campaign_13,,False,False,True,True,
527,jill08@example.net,Michael,Williams,starter,suspended,Diaz-Harvey,11-50,Manufacturing,False,False,False,MM,Asia/Rangoon,2025-07-30T03:25:09,2025-07-30T03:25:09,,,2025-08-13T03:25:09,referral,google,cpc,campaign_16,REF8805,False,False,True,True,
528,castrokim@example.org,Tina,Allen,free,inactive,Banks Ltd,201-500,Retail,True,True,False,GB,America/Port_of_Spain,2024-01-03T13:43:41,2024-01-03T13:43:41,2025-10-22T07:15:31,2024-01-03T13:43:41,,api,referral,cpc,campaign_6,,False,False,True,True,
529,lukehurst@example.net,Erin,Ramirez,starter,inactive,Watson Group,51-200,Retail,False,False,True,RU,Indian/Mahe,2025-06-10T08:03:22,2025-06-10T08:03:22,2025-08-12T06:50:25,2025-06-10T08:03:22,2025-06-24T08:03:22,referral,google,cpc,campaign_4,,False,False,True,False,
530,rmckinney@example.net,Rachel,Hayes,free,suspended,Marsh-Dougherty,11-50,Manufacturing,False,True,True,BI,Africa/Addis_Ababa,2024-09-25T20:21:46,2024-09-25T20:21:46,2025-09-28T19:23:00,2024-09-25T20:21:46,,referral,google,social,campaign_14,,False,False,True,False,
531,millerrachael@example.com,Susan,Jones,professional,active,Hill Ltd,1-10,Retail,True,True,False,CY,Pacific/Guadalcanal,2025-03-14T12:21:39,2025-03-14T12:21:39,,2025-03-14T12:21:39,,api,direct,email,campaign_3,REF3586,False,False,True,False,
532,abigailburton@example.com,Robert,Fleming,professional,churned,Wells Group,500+,Technology,True,False,False,PA,Asia/Colombo,2025-03-15T07:28:57,2025-03-15T07:28:57,2025-03-27T20:18:17,2025-03-15T07:28:57,,api,google,organic,campaign_7,,False,False,True,True,
533,jaime03@example.net,Deanna,Jenkins,starter,churned,Rios-Buchanan,1-10,Education,True,False,True,RU,Europe/Simferopol,2023-04-07T19:46:30,2023-04-07T19:46:30,2025-10-23T00:20:05,2023-04-07T19:46:30,2023-04-21T19:46:30,mobile_app,facebook,email,campaign_2,,False,False,True,False,
534,itorres@example.com,George,Green,professional,inactive,Watson-Roberts,1-10,Technology,True,True,False,BE,Asia/Nicosia,2025-01-11T21:56:32,2025-01-11T21:56:32,2025-10-25T11:53:18,,,mobile_app,direct,organic,campaign_14,REF3257,False,False,True,True,
535,stephen29@example.org,Jennifer,Mitchell,professional,inactive,Franco Ltd,51-200,Retail,True,True,True,TL,Europe/Berlin,2024-07-25T05:10:22,2024-07-25T05:10:22,,,,website,google,organic,campaign_2,,False,False,True,False,
536,darylchaney@example.net,David,Green,starter,suspended,Harris Ltd,11-50,Education,False,False,True,AU,Asia/Dili,2024-06-27T04:32:52,2024-06-27T04:32:52,2024-08-25T12:20:04,,2024-07-11T04:32:52,mobile_app,linkedin,organic,campaign_15,REF7011,False,False,True,True,
537,earl78@example.org,Amanda,Martinez,professional,suspended,Sullivan Group,500+,Education,True,True,False,CY,Asia/Karachi,2025-03-29T10:10:29,2025-03-29T10:10:29,2025-12-28T09:55:36,2025-03-29T10:10:29,,website,facebook,organic,campaign_17,,False,False,True,False,
538,adamrodgers@example.net,Mark,Thornton,free,inactive,Kemp-Montes,201-500,Manufacturing,False,True,True,TW,Pacific/Tongatapu,2023-08-09T12:41:54,2023-08-09T12:41:54,2023-09-30T23:13:12,,2023-08-23T12:41:54,api,google,cpc,campaign_9,REF7290,False,False,True,False,
539,hmorgan@example.net,Timothy,Williams,starter,inactive,"Pierce, Parker and Morales",201-500,Finance,False,True,False,GN,America/Lima,2023-03-10T23:55:54,2023-03-10T23:55:54,,2023-03-10T23:55:54,2023-03-24T23:55:54,api,linkedin,organic,campaign_1,,False,False,True,False,
540,nguyencathy@example.org,Brandy,Walker,free,churned,Gonzalez-Miller,51-200,Education,False,False,False,PE,America/Grenada,2023-03-30T17:32:07,2023-03-30T17:32:07,2024-11-12T01:05:43,2023-03-30T17:32:07,2023-04-13T17:32:07,referral,facebook,cpc,campaign_9,REF5495,False,False,True,False,
541,ulee@example.net,Cassie,Harding,enterprise,active,"Ward, Hernandez and Nash",500+,Healthcare,False,False,False,MN,Indian/Maldives,2024-06-08T08:07:05,2024-06-08T08:07:05,2025-09-23T14:02:39,,,api,linkedin,organic,campaign_15,,False,False,True,True,
542,mitchellmichael@example.com,Nancy,Miller,starter,churned,"Barron, Figueroa and Perry",1-10,Education,True,False,False,PA,Asia/Amman,2025-01-15T23:26:54,2025-01-15T23:26:54,2025-07-06T00:38:31,,2025-01-29T23:26:54,api,linkedin,social,campaign_5,,False,False,True,True,
543,achandler@example.org,Mary,Harper,free,active,Clark Group,11-50,Manufacturing,False,False,True,SL,Europe/Vilnius,2023-12-28T10:39:28,2023-12-28T10:39:28,2024-06-22T11:59:56,,2024-01-11T10:39:28,api,linkedin,cpc,campaign_12,,False,False,True,False,
544,adavis@example.net,Robin,Perry,enterprise,active,"Murray, Bradley and Melendez",500+,Technology,True,True,False,FR,Africa/Asmera,2025-02-26T12:00:58,2025-02-26T12:00:58,2026-01-14T12:08:27,2025-02-26T12:00:58,,mobile_app,linkedin,organic,campaign_1,,False,False,True,False,
545,angela04@example.net,Kevin,Hansen,professional,churned,Walker-Moody,51-200,Education,True,True,False,DE,Asia/Calcutta,2025-10-09T19:30:34,2025-10-09T19:30:34,,2025-10-09T19:30:34,2025-10-23T19:30:34,website,google,organic,campaign_11,,False,False,True,False,
546,qmartinez@example.com,Robert,Vasquez,starter,churned,"Newman, Johnson and Hubbard",500+,Technology,True,False,True,SA,Africa/Porto-Novo,2024-06-18T11:12:57,2024-06-18T11:12:57,2024-12-09T21:42:33,2024-06-18T11:12:57,2024-07-02T11:12:57,mobile_app,referral,cpc,campaign_17,REF8738,False,False,True,False,
547,qcunningham@example.net,Gina,Mccann,professional,inactive,Brooks Ltd,51-200,Finance,False,True,False,TR,Asia/Yerevan,2023-10-30T23:00:23,2023-10-30T23:00:23,2024-04-27T06:03:39,2023-10-30T23:00:23,,mobile_app,linkedin,cpc,campaign_12,,False,False,True,False,
548,bonniethomas@example.com,Natalie,Taylor,enterprise,churned,Brown LLC,11-50,Education,True,True,False,NL,Africa/Harare,2023-12-24T20:03:51,2023-12-24T20:03:51,2025-05-25T01:23:21,,,api,linkedin,email,campaign_4,,False,False,True,False,
549,robertsalyssa@example.org,Willie,Miranda,starter,inactive,Duran PLC,201-500,Technology,True,True,False,GB,America/Dominica,2025-09-09T18:08:49,2025-09-09T18:08:49,2025-12-26T10:40:16,2025-09-09T18:08:49,,website,facebook,cpc,campaign_14,,False,False,True,False,
550,margaret44@example.net,Helen,Cox,enterprise,churned,"Carpenter, Morrow and Smith",51-200,Finance,False,True,False,SI,America/Jamaica,2025-04-02T06:05:42,2025-04-02T06:05:42,2025-08-10T23:48:42,2025-04-02T06:05:42,2025-04-16T06:05:42,website,google,email,campaign_15,REF8368,False,False,True,True,
551,kjenkins@example.org,Jeffery,Gordon,starter,inactive,Pope PLC,500+,Education,True,True,True,VE,Pacific/Kosrae,2025-12-23T14:07:49,2025-12-23T14:07:49,2026-01-10T13:03:52,2025-12-23T14:07:49,,api,direct,organic,campaign_17,REF5576,False,False,True,False,
552,butlersabrina@example.org,Lori,Mclean,free,churned,Bailey-Vazquez,51-200,Healthcare,False,False,True,CU,America/Panama,2024-06-13T21:46:17,2024-06-13T21:46:17,2024-07-16T11:29:08,2024-06-13T21:46:17,2024-06-27T21:46:17,referral,direct,email,campaign_19,REF6150,False,False,True,False,
553,jenniferjohnson@example.org,Jeffrey,Vincent,enterprise,churned,Watts LLC,11-50,Finance,False,False,True,CN,Asia/Tbilisi,2024-03-01T09:48:43,2024-03-01T09:48:43,2025-08-01T01:02:05,,,referral,google,cpc,campaign_18,,False,False,True,True,
554,colemankathryn@example.org,Chris,Hampton,starter,suspended,Williams-Rodriguez,500+,Retail,False,True,False,KM,Asia/Singapore,2024-07-28T01:28:14,2024-07-28T01:28:14,2024-10-21T04:50:23,2024-07-28T01:28:14,2024-08-11T01:28:14,website,direct,social,campaign_16,,False,False,True,True,
555,qwilson@example.org,Carl,Contreras,professional,active,Patton PLC,11-50,Manufacturing,True,False,True,GA,Africa/Dar_es_Salaam,2023-06-30T22:02:30,2023-06-30T22:02:30,2024-09-01T20:05:42,2023-06-30T22:02:30,2023-07-14T22:02:30,website,linkedin,cpc,campaign_14,,False,False,True,False,
556,ellenjohnson@example.org,Meghan,Mcmahon,free,active,"Bailey, Martin and Mason",11-50,Finance,False,True,True,ZA,Europe/Vatican,2025-05-17T02:05:47,2025-05-17T02:05:47,2025-07-14T21:33:18,2025-05-17T02:05:47,,mobile_app,linkedin,organic,campaign_7,,False,False,True,True,
557,garciabelinda@example.org,Allison,Baldwin,free,churned,Jackson-Webster,1-10,Retail,True,True,True,AF,Europe/Belgrade,2023-11-29T17:32:51,2023-11-29T17:32:51,2025-01-11T09:39:00,2023-11-29T17:32:51,2023-12-13T17:32:51,referral,linkedin,social,campaign_17,,False,False,True,False,
558,samanthayork@example.com,Michael,Lawrence,enterprise,churned,Nunez-Rodriguez,201-500,Education,False,False,False,MH,Indian/Mauritius,2024-03-29T18:52:14,2024-03-29T18:52:14,,,2024-04-12T18:52:14,api,direct,social,campaign_11,,False,False,True,True,
559,willierussell@example.com,David,Rodriguez,free,suspended,Simpson LLC,201-500,Manufacturing,True,False,False,MA,Asia/Amman,2025-10-23T05:25:57,2025-10-23T05:25:57,2025-12-28T22:46:32,,,referral,direct,cpc,campaign_18,REF5286,False,False,True,True,
560,murphydarrell@example.com,Stephen,Fitzgerald,enterprise,suspended,"Cherry, Wallace and Spencer",1-10,Healthcare,False,True,False,JP,Asia/Katmandu,2024-10-22T12:34:41,2024-10-22T12:34:41,2024-11-26T23:09:20,2024-10-22T12:34:41,,referral,referral,organic,campaign_4,REF6401,False,False,True,True,
561,jacobsonleah@example.net,Michael,Smith,enterprise,active,"Vasquez, Garcia and Kim",51-200,Healthcare,True,True,True,KM,America/Grenada,2023-02-02T19:19:28,2023-02-02T19:19:28,2023-12-08T01:41:48,2023-02-02T19:19:28,2023-02-16T19:19:28,mobile_app,facebook,email,campaign_6,REF6431,False,False,True,False,
562,thomasrichard@example.net,Tiffany,Figueroa,free,active,Brown and Sons,500+,Technology,False,False,True,LU,Europe/Paris,2023-01-22T04:34:09,2023-01-22T04:34:09,2024-05-04T12:03:09,,2023-02-05T04:34:09,referral,google,email,campaign_4,REF7190,False,False,True,True,
563,hallroger@example.com,Joshua,Reeves,free,active,"Wheeler, Avila and Owen",1-10,Education,False,True,True,MZ,Europe/Skopje,2024-02-24T10:16:46,2024-02-24T10:16:46,2025-04-20T04:15:40,2024-02-24T10:16:46,,mobile_app,facebook,email,campaign_11,,False,False,True,False,
564,garcher@example.com,Dylan,Gibson,professional,churned,King Group,201-500,Healthcare,False,True,True,HT,Asia/Aden,2023-06-04T20:18:38,2023-06-04T20:18:38,2025-10-23T07:46:01,,,referral,direct,cpc,campaign_16,REF7106,False,False,True,False,
565,garciabrian@example.org,Tyrone,Johnson,free,churned,Reyes Ltd,11-50,Retail,False,False,True,LR,Europe/Berlin,2025-06-16T16:54:31,2025-06-16T16:54:31,2025-10-23T19:25:54,,2025-06-30T16:54:31,website,google,organic,campaign_7,REF9025,False,False,True,False,
566,wolfdonna@example.net,Katrina,Sparks,starter,active,Carter Group,201-500,Healthcare,False,False,False,RW,Africa/Khartoum,2025-01-05T13:54:21,2025-01-05T13:54:21,2025-01-19T18:12:03,2025-01-05T13:54:21,2025-01-19T13:54:21,mobile_app,google,email,campaign_7,REF9007,False,False,True,True,
567,lisa88@example.org,Stephanie,Johnson,enterprise,churned,Beard-Wilson,500+,Education,True,True,False,PG,Asia/Kuwait,2024-05-14T22:59:19,2024-05-14T22:59:19,2025-03-02T18:17:03,,,website,facebook,organic,campaign_15,REF2862,False,False,True,False,
568,cstevens@example.org,Angela,Dalton,enterprise,inactive,Dyer-Martin,500+,Retail,False,True,False,NR,America/Costa_Rica,2025-03-25T22:05:56,2025-03-25T22:05:56,2025-07-18T04:27:43,2025-03-25T22:05:56,2025-04-08T22:05:56,api,referral,email,campaign_20,REF3718,False,False,True,False,
569,hfreeman@example.net,Emily,Keller,professional,suspended,"Ryan, Harrison and Hart",201-500,Retail,True,False,True,DJ,Africa/Khartoum,2025-08-11T19:34:20,2025-08-11T19:34:20,2025-12-28T16:05:35,2025-08-11T19:34:20,,mobile_app,facebook,organic,campaign_16,,False,False,True,False,
570,lbaker@example.com,Christina,Gomez,free,churned,Flores-Johnson,51-200,Technology,True,False,True,BD,Asia/Chongqing,2025-12-14T03:52:46,2025-12-14T03:52:46,,2025-12-14T03:52:46,2025-12-28T03:52:46,api,google,organic,campaign_9,,False,False,True,True,
571,lisa90@example.net,Matthew,Davis,enterprise,suspended,Braun-Jenkins,500+,Education,True,True,True,BG,Europe/Zagreb,2024-07-24T12:59:49,2024-07-24T12:59:49,2025-01-08T15:45:30,,,website,facebook,social,campaign_11,,False,False,True,True,
572,jimmycollins@example.org,Renee,Jones,enterprise,inactive,Wilson-Jackson,11-50,Technology,True,True,True,SO,Africa/Monrovia,2025-08-14T17:56:19,2025-08-14T17:56:19,2025-12-12T03:41:26,,,website,linkedin,cpc,campaign_2,,False,False,True,False,
573,bbarrett@example.net,Zachary,Fisher,free,inactive,Dominguez PLC,500+,Retail,False,False,False,AO,Asia/Beirut,2024-04-15T00:11:30,2024-04-15T00:11:30,2025-05-25T10:42:37,2024-04-15T00:11:30,,referral,facebook,email,campaign_5,REF8235,False,False,True,True,
574,gmorris@example.com,Craig,Leonard,enterprise,suspended,Crawford-Cain,11-50,Technology,False,False,False,TL,Europe/Luxembourg,2025-05-16T16:12:32,2025-05-16T16:12:32,2025-08-07T16:46:57,2025-05-16T16:12:32,2025-05-30T16:12:32,referral,direct,email,campaign_6,REF1174,False,False,True,False,
575,michael63@example.com,Cynthia,Dickson,professional,suspended,Pittman PLC,1-10,Healthcare,False,True,False,GH,Asia/Amman,2025-06-29T14:41:16,2025-06-29T14:41:16,,,,website,linkedin,email,campaign_2,REF1498,False,False,True,True,
576,evansashley@example.org,Claudia,Rubio,enterprise,churned,"Richard, Davis and Rogers",11-50,Retail,True,True,False,BJ,Africa/Tunis,2025-09-09T03:37:07,2025-09-09T03:37:07,,2025-09-09T03:37:07,,referral,facebook,cpc,campaign_14,REF2956,False,False,True,False,
577,yclark@example.org,Denise,Turner,professional,inactive,Reynolds-Fernandez,500+,Manufacturing,True,False,False,FR,America/Managua,2023-06-01T10:08:54,2023-06-01T10:08:54,2024-02-19T06:53:11,2023-06-01T10:08:54,2023-06-15T10:08:54,api,referral,cpc,campaign_13,,False,False,True,False,
578,colleen78@example.org,Nicole,Burton,starter,suspended,"Huffman, Ray and Lewis",1-10,Finance,False,True,False,CH,Atlantic/Madeira,2025-02-18T02:13:59,2025-02-18T02:13:59,2025-11-12T13:32:16,2025-02-18T02:13:59,,website,linkedin,email,campaign_18,,False,False,True,True,
579,umichael@example.net,Brian,Gonzalez,enterprise,active,Hernandez-Hernandez,1-10,Technology,True,True,True,LA,Asia/Bishkek,2025-05-29T13:03:59,2025-05-29T13:03:59,2025-06-06T08:28:50,2025-05-29T13:03:59,2025-06-12T13:03:59,referral,linkedin,social,campaign_3,REF5042,False,False,True,True,
580,eflores@example.net,James,Gutierrez,starter,suspended,Lucas-Scott,1-10,Retail,False,True,False,US,Africa/Bissau,2023-10-24T20:12:16,2023-10-24T20:12:16,2025-02-26T00:25:29,2023-10-24T20:12:16,2023-11-07T20:12:16,api,facebook,organic,campaign_10,,False,False,True,False,
581,daniellee@example.org,Laura,Collins,professional,churned,Castro-Graham,11-50,Technology,False,True,True,KH,Asia/Baku,2024-07-18T20:28:57,2024-07-18T20:28:57,2025-06-20T20:05:45,2024-07-18T20:28:57,2024-08-01T20:28:57,api,facebook,email,campaign_17,,False,False,True,False,
582,josephjohnson@example.com,Donna,Thompson,professional,inactive,Stuart Group,201-500,Healthcare,True,True,True,AO,Europe/Sofia,2023-11-24T08:17:06,2023-11-24T08:17:06,2025-11-19T04:30:39,2023-11-24T08:17:06,,mobile_app,referral,cpc,campaign_11,REF6879,False,False,False,False,
583,carolyn16@example.com,Emily,Blackwell,professional,active,Hahn-Ramsey,11-50,Healthcare,False,True,False,CU,Africa/Bissau,2024-06-03T22:59:08,2024-06-03T22:59:08,2026-01-09T02:07:25,,2024-06-17T22:59:08,mobile_app,referral,social,campaign_13,,False,False,True,True,
584,boydmaria@example.net,Johnathan,Wilkerson,enterprise,suspended,Greene LLC,1-10,Finance,True,False,False,LS,Pacific/Funafuti,2025-01-19T15:03:03,2025-01-19T15:03:03,2025-08-31T21:37:44,2025-01-19T15:03:03,,referral,linkedin,organic,campaign_19,REF3128,False,False,True,False,
585,selenarobinson@example.org,Gregory,Booker,professional,inactive,Ortiz-Roy,51-200,Retail,False,True,False,BG,Africa/Kigali,2023-05-21T10:18:21,2023-05-21T10:18:21,,,2023-06-04T10:18:21,api,linkedin,cpc,campaign_6,,False,False,True,False,
586,stewartrodney@example.net,John,Ramirez,professional,active,Cox Ltd,201-500,Finance,False,True,False,MN,Asia/Pyongyang,2025-11-29T15:58:20,2025-11-29T15:58:20,2026-01-06T22:10:08,2025-11-29T15:58:20,2025-12-13T15:58:20,mobile_app,direct,organic,campaign_4,,False,False,True,False,
587,skinnereileen@example.org,Hannah,Mccormick,professional,churned,King Group,500+,Retail,True,False,False,KR,Africa/Algiers,2024-05-23T03:36:47,2024-05-23T03:36:47,2025-08-21T15:26:28,,2024-06-06T03:36:47,referral,facebook,email,campaign_12,,False,False,True,True,
588,nicholsjoel@example.com,Paul,Browning,starter,inactive,Pennington-Hardin,201-500,Finance,True,True,False,KI,Africa/Gaborone,2023-05-01T00:49:14,2023-05-01T00:49:14,2024-10-09T13:31:43,2023-05-01T00:49:14,,referral,linkedin,email,campaign_13,,False,False,True,True,
589,jason27@example.net,Logan,Burnett,starter,churned,"Sullivan, Johnson and Delacruz",500+,Technology,False,True,False,RW,Pacific/Palau,2023-10-06T20:54:52,2023-10-06T20:54:52,2024-03-12T09:34:13,2023-10-06T20:54:52,,website,facebook,email,campaign_5,,False,False,True,False,
590,jennifer12@example.net,Jose,Jones,enterprise,churned,Guzman-Li,1-10,Healthcare,False,False,True,LK,Africa/Monrovia,2025-11-07T02:40:40,2025-11-07T02:40:40,2025-12-20T19:52:58,2025-11-07T02:40:40,2025-11-21T02:40:40,api,referral,email,campaign_4,REF7947,False,False,True,True,
591,gilldanielle@example.org,Crystal,Gibbs,free,suspended,Smith and Sons,500+,Healthcare,True,False,False,YE,Asia/Pyongyang,2023-08-22T14:50:31,2023-08-22T14:50:31,,,,mobile_app,direct,email,campaign_2,REF7050,False,False,True,False,
592,rodriguezjohn@example.net,Tara,Rivas,professional,inactive,Bradford Ltd,51-200,Healthcare,False,True,False,NG,Asia/Beirut,2023-02-06T13:16:29,2023-02-06T13:16:29,2025-10-21T12:25:42,,,website,referral,social,campaign_8,,False,False,True,False,
593,irusso@example.com,Glenn,Watkins,enterprise,suspended,Marsh-Gonzalez,51-200,Retail,True,False,True,NI,Asia/Ulaanbaatar,2025-02-05T13:09:37,2025-02-05T13:09:37,,2025-02-05T13:09:37,,website,direct,cpc,campaign_11,REF5947,False,False,False,True,
594,kwalter@example.org,Andrew,Johnson,free,churned,"Holland, Sims and Meadows",1-10,Finance,False,False,True,PL,Pacific/Fiji,2024-02-04T00:21:37,2024-02-04T00:21:37,2024-03-12T22:38:24,2024-02-04T00:21:37,,mobile_app,linkedin,organic,campaign_9,,False,False,True,False,
